image_id,label,graphemes
4164.png,যেটাকে,"['যে', 'টা', 'কে']"
4248.png,বলেতে,"['ব', 'লে', 'তে']"
4236.png,বিপরিত,"['বি', 'প', 'রি', 'ত']"
10681.png,বেশী,"['বে', 'শী']"
13738.png,যতই,"['য', 'ত', 'ই']"
12813.png,আকার,"['আ', 'কা', 'র']"
15089.png,মেলে,"['মে', 'লে']"
9426.png,তাদেরকে,"['তা', 'দে', 'র', 'কে']"
15193.png,নেদারল্যান্ড,"['নে', 'দা', 'র', 'ল্যা', 'ন্ড']"
7577.png,পাকিস্তান,"['পা', 'কি', 'স্তা', 'ন']"
6006.png,সত্যিকার,"['স', 'ত্যি', 'কা', 'র']"
12167.png,এগোতে,"['এ', 'গো', 'তে']"
6204.png,সাংবাদিকতাকে,"['সা', 'ং', 'বা', 'দি', 'ক', 'তা', 'কে']"
10076.png,ঠিক,"['ঠি', 'ক']"
11384.png,ধ্বংসের,"['ধ্ব', 'ং', 'সে', 'র']"
874.png,কয়েকটি,"['ক', 'য়ে', 'ক', 'টি']"
15231.png,অনু,"['অ', 'নু']"
7865.png,ক্রম,"['ক্র', 'ম']"
13395.png,দ্রত,"['দ্র', 'ত']"
17347.png,এটি,"['এ', 'টি']"
5757.png,অবিচ্ছেদ্য,"['অ', 'বি', 'চ্ছে', 'দ্য']"
13993.png,আশীর্বাদ,"['আ', 'শী', 'র্বা', 'দ']"
1690.png,বিদ্বান,"['বি', 'দ্বা', 'ন']"
3337.png,বয়স,"['ব', 'য়', 'স']"
16867.png,বৃদ্ধ,"['বৃ', 'দ্ধ']"
15541.png,বৃদ্ধির,"['বৃ', 'দ্ধি', 'র']"
10522.png,জানতে,"['জা', 'ন', 'তে']"
17587.png,পরিসরে,"['প', 'রি', 'স', 'রে']"
15341.png,অর্জনের,"['অ', 'র্জ', 'নে', 'র']"
1413.png,ভাড়া,"['ভা', 'ড়া']"
4010.png,তৈরী,"['তৈ', 'রী']"
11470.png,বেইমানী,"['বে', 'ই', 'মা', 'নী']"
522.png,ছাড়াও,"['ছা', 'ড়া', 'ও']"
17822.png,পারে,"['পা', 'রে']"
7976.png,করার,"['ক', 'রা', 'র']"
4957.png,হাঁকিয়ে,"['হাঁ', 'কি', 'য়ে']"
361.png,সরল,"['স', 'র', 'ল']"
7550.png,ফ্লাইট,"['ফ্লা', 'ই', 'ট']"
7171.png,আমদানী,"['আ', 'ম', 'দা', 'নী']"
9040.png,বাংলাদেশী,"['বা', 'ং', 'লা', 'দে', 'শী']"
4553.png,এত,"['এ', 'ত']"
1876.png,কোথা,"['কো', 'থা']"
12812.png,মহামারী,"['ম', 'হা', 'মা', 'রী']"
12911.png,হানি,"['হা', 'নি']"
15020.png,দেবীর,"['দে', 'বী', 'র']"
16094.png,বেড়েছে,"['বে', 'ড়ে', 'ছে']"
12726.png,চালক,"['চা', 'ল', 'ক']"
8196.png,আলু,"['আ', 'লু']"
13200.png,দিক,"['দি', 'ক']"
2299.png,সম্ভাবনায়,"['স', 'ম্ভা', 'ব', 'না', 'য়']"
1912.png,বেঁধেছে,"['বেঁ', 'ধে', 'ছে']"
4233.png,কমানোর,"['ক', 'মা', 'নো', 'র']"
14734.png,পদ্ধতি,"['প', 'দ্ধ', 'তি']"
16825.png,স্বজাতি,"['স্ব', 'জা', 'তি']"
9853.png,দেশের,"['দে', 'শে', 'র']"
341.png,বিকাশের,"['বি', 'কা', 'শে', 'র']"
14986.png,একী,"['এ', 'কী']"
1737.png,বুদ্ধি,"['বু', 'দ্ধি']"
3621.png,চালানোর,"['চা', 'লা', 'নো', 'র']"
3559.png,পা,['পা']
244.png,রপ্তানী,"['র', 'প্তা', 'নী']"
9237.png,অবহি,"['অ', 'ব', 'হি']"
15501.png,সৃষ্টি,"['সৃ', 'ষ্টি']"
2486.png,অন্দোলন,"['অ', 'ন্দো', 'ল', 'ন']"
10893.png,বাঁচতে,"['বাঁ', 'চ', 'তে']"
8111.png,স্বর্ণে,"['স্ব', 'র্ণে']"
5339.png,বীজগনিতে,"['বী', 'জ', 'গ', 'নি', 'তে']"
14464.png,একটি,"['এ', 'ক', 'টি']"
1329.png,সচলই,"['স', 'চ', 'ল', 'ই']"
6720.png,প্রায়শই,"['প্রা', 'য়', 'শ', 'ই']"
12325.png,গুরুত্বের,"['গু', 'রু', 'ত্বে', 'র']"
5934.png,দাবী,"['দা', 'বী']"
6759.png,তত্ত্বে,"['ত', 'ত্ত্বে']"
6266.png,দৃষ্টি,"['দৃ', 'ষ্টি']"
12660.png,গড়ে,"['গ', 'ড়ে']"
438.png,দক্ষিন,"['দ', 'ক্ষি', 'ন']"
15569.png,সম্ভাবনাময়,"['স', 'ম্ভা', 'ব', 'না', 'ম', 'য়']"
12403.png,বিরোধ,"['বি', 'রো', 'ধ']"
9756.png,পরিপোষক,"['প', 'রি', 'পো', 'ষ', 'ক']"
9582.png,মামী,"['মা', 'মী']"
11493.png,দুুর্নিতির,"['দু', 'র্নি', 'তি', 'র']"
13642.png,মৌসুমী,"['মৌ', 'সু', 'মী']"
12983.png,স্থিতি,"['স্থি', 'তি']"
5374.png,উপযোগী,"['উ', 'প', 'যো', 'গী']"
8170.png,চিংড়ি,"['চি', 'ং', 'ড়ি']"
6652.png,চন্দ্রিকা,"['চ', 'ন্দ্রি', 'কা']"
15107.png,আঘাত,"['আ', 'ঘা', 'ত']"
13637.png,সমুদ্রে,"['স', 'মু', 'দ্রে']"
1339.png,সূযোগ,"['সূ', 'যো', 'গ']"
16453.png,স্নান,"['স্না', 'ন']"
937.png,স্বাধীন,"['স্বা', 'ধী', 'ন']"
7004.png,নতুন,"['ন', 'তু', 'ন']"
9946.png,প্রচলিত,"['প্র', 'চ', 'লি', 'ত']"
4860.png,বিদেশ,"['বি', 'দে', 'শ']"
16766.png,ধরিত্রীর,"['ধ', 'রি', 'ত্রী', 'র']"
698.png,ঘটেছে,"['ঘ', 'টে', 'ছে']"
2478.png,মিলফোর্ড,"['মি', 'ল', 'ফো', 'র্ড']"
5445.png,মহা,"['ম', 'হা']"
5334.png,তার,"['তা', 'র']"
13107.png,বাড়ন,"['বা', 'ড়', 'ন']"
13951.png,রাসূল,"['রা', 'সূ', 'ল']"
11269.png,নওগাঁর,"['ন', 'ও', 'গাঁ', 'র']"
16501.png,মুত্তিযুদ্ধের,"['মু', 'ত্তি', 'যু', 'দ্ধে', 'র']"
386.png,আক্রমনের,"['আ', 'ক্র', 'ম', 'নে', 'র']"
17261.png,মরেছি,"['ম', 'রে', 'ছি']"
851.png,রুক্ষ,"['রু', 'ক্ষ']"
17356.png,অধ্যয়নরত,"['অ', 'ধ্য', 'য়', 'ন', 'র', 'ত']"
11901.png,কুসংস্কারের,"['কু', 'স', 'ং', 'স্কা', 'রে', 'র']"
15229.png,পরমানু,"['প', 'র', 'মা', 'নু']"
991.png,আছি,"['আ', 'ছি']"
4281.png,বুঝে,"['বু', 'ঝে']"
4091.png,শিক্ষা,"['শি', 'ক্ষা']"
7032.png,গতির,"['গ', 'তি', 'র']"
3246.png,সাথে,"['সা', 'থে']"
356.png,দাপট,"['দা', 'প', 'ট']"
1407.png,স্টেডিয়াম,"['স্টে', 'ডি', 'য়া', 'ম']"
11602.png,অতঃপর,"['অ', 'ত', 'ঃ', 'প', 'র']"
112.png,মানুষ,"['মা', 'নু', 'ষ']"
1080.png,ভিউ,"['ভি', 'উ']"
13132.png,হলোঃ,"['হ', 'লো', 'ঃ']"
9817.png,বর্ষায়,"['ব', 'র্ষা', 'য়']"
4037.png,মাতা,"['মা', 'তা']"
6573.png,সুতা,"['সু', 'তা']"
17551.png,নিজের,"['নি', 'জে', 'র']"
10883.png,রংপুরে,"['র', 'ং', 'পু', 'রে']"
17266.png,যাত্রী,"['যা', 'ত্রী']"
8565.png,শব্দবহুল,"['শ', 'ব্দ', 'ব', 'হু', 'ল']"
12467.png,ছুড়ে,"['ছু', 'ড়ে']"
2810.png,কনো,"['ক', 'নো']"
4987.png,হিসাবের,"['হি', 'সা', 'বে', 'র']"
15639.png,মনস্তাত্ত্বিক,"['ম', 'ন', 'স্তা', 'ত্ত্বি', 'ক']"
898.png,পাকিস্তানি,"['পা', 'কি', 'স্তা', 'নি']"
17654.png,প্রবাহের,"['প্র', 'বা', 'হে', 'র']"
12351.png,জড়িয়ে,"['জ', 'ড়ি', 'য়ে']"
11340.png,খেলা,"['খে', 'লা']"
16630.png,ডলার,"['ড', 'লা', 'র']"
12671.png,বাংলাদেশকে,"['বা', 'ং', 'লা', 'দে', 'শ', 'কে']"
12974.png,জাতিতে,"['জা', 'তি', 'তে']"
11626.png,সপ্তম,"['স', 'প্ত', 'ম']"
11351.png,চালনা,"['চা', 'ল', 'না']"
17695.png,শিক্ষার্থীদের,"['শি', 'ক্ষা', 'র্থী', 'দে', 'র']"
8562.png,গাম্ভীর্য,"['গা', 'ম্ভী']"
5759.png,মুহম্মাদ,"['মু', 'হ', 'ম্মা', 'দ']"
17182.png,পঞ্চদশ,"['প', 'ঞ্চ', 'দ', 'শ']"
1534.png,প্রভাব,"['প্র', 'ভা', 'ব']"
313.png,অস্ত্রে,"['অ', 'স্ত্রে']"
11894.png,বিদ্যাহীন,"['বি', 'দ্যা', 'হী', 'ন']"
2469.png,পাশার,"['পা', 'শা', 'র']"
5393.png,পূর্বের,"['পূ', 'র্বে', 'র']"
273.png,পাথর,"['পা', 'থ', 'র']"
7936.png,বৈশিষ্ট্য,"['বৈ', 'শি', 'ষ্ট্য']"
9998.png,কল্যানে,"['ক', 'ল্যা', 'নে']"
1091.png,পাশে,"['পা', 'শে']"
2334.png,শিক্ষাক্রমের,"['শি', 'ক্ষা', 'ক্র', 'মে', 'র']"
11146.png,উপস্থিত,"['উ', 'প', 'স্থি', 'ত']"
1713.png,সমাজের,"['স', 'মা', 'জে', 'র']"
11617.png,অংশও,"['অ', 'ং', 'শ', 'ও']"
14914.png,ভোগের,"['ভো', 'গে', 'র']"
7665.png,পূরন,"['পূ', 'র', 'ন']"
12391.png,দ্বন্দ্বে,"['দ্ব', 'ন্দ্বে']"
9446.png,বাংলাদেশে,"['বা', 'ং', 'লা', 'দে', 'শে']"
327.png,মুক্তির,"['মু', 'ক্তি', 'র']"
12955.png,নিরাপত্তাবোধ,"['নি', 'রা', 'প', 'ত্তা', 'বো', 'ধ']"
10500.png,গোলো,"['গো', 'লো']"
918.png,গ্রেফতারের,"['গ্রে', 'ফ', 'তা', 'রে', 'র']"
3275.png,গল্প,"['গ', 'ল্প']"
14354.png,পারছি,"['পা', 'র', 'ছি']"
3911.png,দিয়ে,"['দি', 'য়ে']"
1941.png,কত,"['ক', 'ত']"
3521.png,রেডিও,"['রে', 'ডি', 'ও']"
17590.png,ডায়োড,"['ডা', 'য়ো', 'ড']"
3797.png,নগরী,"['ন', 'গ', 'রী']"
5284.png,গুলোতে,"['গু', 'লো', 'তে']"
4941.png,সমবেত,"['স', 'ম', 'বে', 'ত']"
15127.png,পানিতে,"['পা', 'নি', 'তে']"
16782.png,সে,['সে']
3054.png,খাতের,"['খা', 'তে', 'র']"
6191.png,থাকাকালীন,"['থা', 'কা', 'কা', 'লী', 'ন']"
5850.png,প্রোক্যারিওট,"['প্রো', 'ক্যা', 'রি', 'ও', 'ট']"
10244.png,দল,"['দ', 'ল']"
3538.png,নেই,"['নে', 'ই']"
5798.png,সাপ্তাহিক,"['সা', 'প্তা', 'হি', 'ক']"
3167.png,অভাবনীয়,"['অ', 'ভা', 'ব', 'নী', 'য়']"
11385.png,মুখে,"['মু', 'খে']"
17129.png,মিশরের,"['মি', 'শ', 'রে', 'র']"
3510.png,ঘামল,"['ঘা', 'ম', 'ল']"
16553.png,আলোকে,"['আ', 'লো', 'কে']"
5329.png,গ্রাহকের,"['গ্রা', 'হ', 'কে', 'র']"
6052.png,ব্যাবহার,"['ব্যা', 'ব', 'হা', 'র']"
679.png,অংশগ্রহণকারীদের,"['অ', 'ং', 'শ', 'গ্র', 'হ', 'ণ', 'কা', 'রী', 'দে', 'র']"
5841.png,নিদর্শন,"['নি', 'দ', 'র্শ', 'ন']"
10714.png,পুরোটা,"['পু', 'রো', 'টা']"
11185.png,ধাই,"['ধা', 'ই']"
4421.png,গাড়ি,"['গা', 'ড়ি']"
10164.png,দেশগুলোর,"['দে', 'শ', 'গু', 'লো', 'র']"
6019.png,হয়েও,"['হ', 'য়ে', 'ও']"
5847.png,আদি,"['আ', 'দি']"
14362.png,ফেলছি,"['ফে', 'ল', 'ছি']"
15497.png,সম্প্রসারণ,"['স', 'ম্প্র', 'সা', 'র', 'ণ']"
16096.png,দেশেই,"['দে', 'শে', 'ই']"
7101.png,সহজবোধ্য,"['স', 'হ', 'জ', 'বো', 'ধ্য']"
3707.png,আসিতে,"['আ', 'সি', 'তে']"
2346.png,গঠন,"['গ', 'ঠ', 'ন']"
6613.png,তোর,"['তো', 'র']"
12756.png,বিভিন্নভাবে,"['বি', 'ভি', 'ন্ন', 'ভা', 'বে']"
3445.png,অপরাহে,"['অ', 'প', 'রা', 'হে']"
16442.png,কানন,"['কা', 'ন', 'ন']"
17761.png,এর,"['এ', 'র']"
13962.png,রাসূলুল্লাহ,"['রা', 'সূ', 'লু', 'ল্লা', 'হ']"
6172.png,লেখক,"['লে', 'খ', 'ক']"
7841.png,ব্যবসায়িক,"['ব্য', 'ব', 'সা', 'য়ি', 'ক']"
16493.png,আবাস,"['আ', 'বা', 'স']"
11826.png,এদের,"['এ', 'দে', 'র']"
13172.png,করব,"['ক', 'র', 'ব']"
15665.png,অন্যদিকে,"['অ', 'ন্য', 'দি', 'কে']"
12504.png,সংকুচিত,"['স', 'ং', 'কু', 'চি', 'ত']"
9928.png,নদীর,"['ন', 'দী', 'র']"
16838.png,চেয়েও,"['চে', 'য়ে', 'ও']"
8987.png,রোদে,"['রো', 'দে']"
15795.png,শোনেন,"['শো', 'নে', 'ন']"
10954.png,বাড়িয়ে,"['বা', 'ড়ি', 'য়ে']"
10105.png,দাঁড়িয়ে,"['দাঁ', 'ড়ি', 'য়ে']"
1895.png,নিবু,"['নি', 'বু']"
2639.png,পৃষ্ঠের,"['পৃ', 'ষ্ঠে', 'র']"
5368.png,রাশিকে,"['রা', 'শি', 'কে']"
7630.png,আগষ্টের,"['আ', 'গ', 'ষ্টে', 'র']"
14659.png,নির্ণয়ের,"['নি', 'র্ণ', 'য়ে', 'র']"
6217.png,খাদেম,"['খা', 'দে', 'ম']"
10646.png,তত,"['ত', 'ত']"
8962.png,আসার,"['আ', 'সা', 'র']"
12379.png,আগ্রাসন,"['আ', 'গ্রা', 'স', 'ন']"
5908.png,ন্যায্য,"['ন্যা', 'য্য']"
14440.png,যাওয়া,"['যা', 'ও', 'য়া']"
11194.png,বিভোল,"['বি', 'ভো', 'ল']"
17344.png,বিজনেস,"['বি', 'জ', 'নে', 'স']"
10338.png,কিসের,"['কি', 'সে', 'র']"
5158.png,প্রচণ্ড,"['প্র', 'চ', 'ণ্ড']"
13062.png,বিবেচিত,"['বি', 'বে', 'চি', 'ত']"
14750.png,অভিষেক,"['অ', 'ভি', 'ষে', 'ক']"
16820.png,গুণ,"['গু', 'ণ']"
8631.png,লাদেশ,"['লা', 'দে', 'শ']"
10607.png,প্রমান,"['প্র', 'মা', 'ন']"
6541.png,আফসোস,"['আ', 'ফ', 'সো', 'স']"
7119.png,মোর,"['মো', 'র']"
8929.png,অপারেশনের,"['অ', 'পা', 'রে', 'শ', 'নে', 'র']"
11261.png,ঐতিহাসিক,"['ঐ', 'তি', 'হা', 'সি', 'ক']"
16839.png,গরীয়সী,"['গ', 'রী', 'য়', 'সী']"
8657.png,প্রথমে,"['প্র', 'থ', 'মে']"
6698.png,তাত্ত্বিক,"['তা', 'ত্ত্বি', 'ক']"
1510.png,অপেক্ষা,"['অ', 'পে', 'ক্ষা']"
12513.png,ছুটে,"['ছু', 'টে']"
8712.png,বিপদজ্জনক,"['বি', 'প', 'দ', 'জ্জ', 'ন', 'ক']"
10139.png,এটির,"['এ', 'টি', 'র']"
2618.png,গেছে,"['গে', 'ছে']"
11300.png,গেমস,"['গে', 'ম', 'স']"
14709.png,সজাগ,"['স', 'জা', 'গ']"
11271.png,বগুড়ার,"['ব', 'গু', 'ড়া', 'র']"
2462.png,কেটেছে,"['কে', 'টে', 'ছে']"
7473.png,পৃথিবীতে,"['পৃ', 'থি', 'বী', 'তে']"
10137.png,গুরুত্বর,"['গু', 'রু', 'ত্ব', 'র']"
16432.png,আরম্ভ,"['আ', 'র', 'ম্ভ']"
11290.png,নারায়ন,"['না', 'রা', 'য়', 'ন']"
5555.png,ব্যাখ্যা,"['ব্যা', 'খ্যা']"
1030.png,ভরে,"['ভ', 'রে']"
3292.png,ক্ষেত্রে,"['ক্ষে', 'ত্রে']"
2834.png,দের,"['দে', 'র']"
3122.png,অগতি,"['অ', 'গ', 'তি']"
6641.png,আহা,"['আ', 'হা']"
1469.png,বিক্রী,"['বি', 'ক্রী']"
3105.png,একা,"['এ', 'কা']"
4709.png,সেটা,"['সে', 'টা']"
5479.png,এতটা,"['এ', 'ত', 'টা']"
7115.png,চলি,"['চ', 'লি']"
13975.png,যুগান্তরকারী,"['যু', 'গা', 'ন্ত', 'র', 'কা', 'রী']"
13909.png,বলিবে,"['ব', 'লি', 'বে']"
3082.png,সন্তানরা,"['স', 'ন্তা', 'ন', 'রা']"
958.png,নিযুক্ত,"['নি', 'যু', 'ক্ত']"
12578.png,জিগ্যেস,"['জি', 'গ্যে', 'স']"
8746.png,হা,['হা']
10828.png,মদিনায়,"['ম', 'দি', 'না', 'য়']"
17855.png,শুধু,"['শু', 'ধু']"
10082.png,সবথেকে,"['স', 'ব', 'থে', 'কে']"
11289.png,মঞ্জিল,"['ম', 'ঞ্জি', 'ল']"
13492.png,রাষ্ট্রক্ষমতা,"['রা', 'ষ্ট্র', 'ক্ষ', 'ম', 'তা']"
8201.png,জালানি,"['জা', 'লা', 'নি']"
3795.png,নতুনভাবে,"['ন', 'তু', 'ন', 'ভা', 'বে']"
12361.png,জীবনকে,"['জী', 'ব', 'ন', 'কে']"
6923.png,অর্থাৎ,"['অ', 'র্থা', 'ৎ']"
11580.png,আসমানি,"['আ', 'স', 'মা', 'নি']"
8310.png,ধরণের,"['ধ', 'র', 'ণে', 'র']"
1546.png,আপনারাই,"['আ', 'প', 'না', 'রা', 'ই']"
13595.png,স্থায়ী,"['স্থা', 'য়ী']"
10817.png,স্বীয়,"['স্বী', 'য়']"
6873.png,পয়সার,"['প', 'য়', 'সা', 'র']"
682.png,কামনা,"['কা', 'ম', 'না']"
579.png,পড়েছি,"['প', 'ড়ে', 'ছি']"
4026.png,মাতার,"['মা', 'তা', 'র']"
4282.png,ব্যয়,"['ব্য', 'য়']"
13175.png,মতামত,"['ম', 'তা', 'ম', 'ত']"
7686.png,দুইটি,"['দু', 'ই', 'টি']"
5792.png,বাদিক,"['বা', 'দি', 'ক']"
14466.png,যার,"['যা', 'র']"
11201.png,শিলার,"['শি', 'লা', 'র']"
15836.png,জানেন,"['জা', 'নে', 'ন']"
8143.png,চামড়াজাত,"['চা', 'ম', 'ড়া', 'জা', 'ত']"
